0.25; 3.801361625699329e-06; 3.801361625699329e-06; 3.801361625699329e-06
0.125; 2.69556957199768e-07; 2.69556957199768e-07; 2.69556957199768e-07
0.0625; 1.778242841865563e-08; 1.778242841865563e-08; 1.778242841865563e-08
0.03125; 1.139585537046628e-09; 1.139585537046628e-09; 1.139585537046628e-09
0.015625; 7.20880022342385e-11; 7.20880022342385e-11; 7.20880022342385e-11
0.0078125; 4.532041408822352e-12; 4.532041408822352e-12; 4.532041408822352e-12
0.00390625; 2.843281166065026e-13; 2.843281166065026e-13; 2.843281166065026e-13
0.001953125; 1.820765760385257e-14; 1.820765760385257e-14; 1.820765760385257e-14
0.0009765625; 7.771561172376096e-16; 7.771561172376096e-16; 7.771561172376096e-16
0.00048828125; 0; 0; 0
0.000244140625; 3.33066907387547e-16; 3.33066907387547e-16; 3.33066907387547e-16
0.0001220703125; 2.109423746787797e-15; 2.109423746787797e-15; 2.109423746787797e-15
6.103515625e-05; 8.104628079763643e-15; 8.104628079763643e-15; 8.104628079763643e-15
3.0517578125e-05; 5.662137425588298e-15; 5.662137425588298e-15; 5.662137425588298e-15
1.52587890625e-05; 6.439293542825908e-15; 6.439293542825908e-15; 6.439293542825908e-15
7.62939453125e-06; 1.498801083243961e-14; 1.498801083243961e-14; 1.498801083243961e-14
